map name       source         band [mu]      glon           glat           ra             dec            distance ["]   
341.232-0.26   6              350            341.2107       -0.2803        253.1423       -44.4967       7.63           
341.232-0.26   7              250            341.2439       -0.2854        253.1773       -44.4743       0.00           
341.232-0.26   7              350            341.2455       -0.2858        253.1792       -44.4733       5.94           
341.232-0.26   8              250            341.2609       -0.2796        253.1862       -44.4575       0.00           
341.232-0.26   8              350            341.2598       -0.2774        253.1828       -44.4569       8.85           
341.287+0.17   1              250            341.2875       0.1933         252.7001       -44.1360       0.00           
341.287+0.17   1              350            341.2871       0.1933         252.6998       -44.1363       1.44           
341.287+0.17   2              250            341.2861       0.2165         252.6740       -44.1223       0.00           
341.287+0.17   2              350            341.2872       0.2186         252.6727       -44.1201       8.53           
341.287+0.17   3              250            341.3303       0.1820         252.7503       -44.1103       0.00           
341.287+0.17   3              350            341.3299       0.1824         252.7495       -44.1103       2.04           
